0,4,2
0,6,2
0,8,1
0,10,1
0,15,1
0,16,1
0,23,3
0,25,1
0,26,1
0,36,3
0,38,1
0,40,1
0,41,1
0,44,1
0,58,1
0,73,1
0,78,1
0,81,1
0,82,1
0,87,9
0,93,1
0,94,1
0,102,1
0,114,1
0,118,1
0,120,1
0,124,1
0,126,1
0,127,1
0,133,1
0,136,4
0,150,1
0,152,1
0,154,1
0,156,1
0,166,1
0,174,3
0,176,1
0,178,1
0,183,1
0,184,1
0,187,1
0,188,2
0,196,1
0,198,1
1,4,3
1,8,2
1,10,1
1,11,2
1,24,1
1,25,1
1,30,1
1,31,8
1,37,1
1,38,2
1,43,1
1,66,1
1,69,1
1,71,2
1,73,1
1,75,1
1,78,1
1,80,2
1,86,1
1,91,1
1,101,1
1,107,1
1,112,1
1,123,1
1,124,3
1,125,1
1,127,1
1,133,2
1,136,9
1,139,1
1,155,1
1,174,1
1,175,3
1,178,6
1,180,1
1,183,3
1,185,1
1,188,2
1,191,1
1,192,1
2,5,1
2,8,1
2,13,1
2,23,2
2,24,1
2,32,2
2,33,1
2,35,1
2,52,2
2,56,1
2,62,1
2,65,1
2,67,1
2,68,3
2,72,3
2,76,1
2,77,1
2,80,3
2,83,1
2,92,1
2,95,1
2,96,2
2,107,5
2,108,1
2,110,1
2,112,2
2,118,1
2,121,3
2,123,3
2,125,1
2,127,1
2,136,3
2,138,1
2,145,1
2,147,1
2,148,1
2,149,1
2,150,2
2,152,1
2,154,2
2,157,3
2,164,2
2,175,2
2,179,3
2,185,1
2,189,1
2,194,6
3,8,3
3,10,1
3,13,3
3,15,1
3,16,1
3,25,1
3,26,16
3,31,4
3,32,4
3,38,1
3,41,4
3,42,3
3,47,5
3,59,6
3,63,1
3,65,2
3,71,1
3,77,1
3,93,10
3,94,15
3,95,2
3,96,1
3,110,1
3,112,2
3,113,2
3,114,1
3,120,6
3,122,1
3,123,1
3,127,6
3,136,3
3,139,1
3,140,1
3,141,3
3,146,1
3,147,1
3,150,1
3,152,1
3,155,1
3,156,1
3,164,1
3,165,1
3,172,1
3,175,1
3,176,1
3,183,1
3,186,1
3,191,2
3,194,2
3,196,1
3,197,1
4,8,2
4,11,12
4,12,2
4,16,1
4,18,1
4,20,1
4,22,1
4,23,1
4,27,1
4,30,4
4,31,2
4,35,2
4,36,9
4,37,1
4,38,19
4,40,7
4,41,1
4,42,1
4,43,9
4,44,5
4,47,1
4,50,1
4,51,1
4,52,8
4,53,1
4,54,5
4,58,1
4,59,6
4,61,1
4,63,1
4,69,1
4,70,1
4,73,1
4,76,1
4,78,2
4,79,1
4,81,16
4,82,4
4,84,1
4,86,1
4,87,3
4,88,1
4,91,1
4,99,3
4,101,4
4,104,1
4,108,1
4,114,4
4,122,1
4,124,3
4,133,1
4,135,1
4,136,9
4,138,6
4,139,1
4,140,3
4,141,1
4,143,1
4,148,2
4,149,3
4,150,4
4,151,1
4,152,1
4,156,1
4,159,1
4,162,2
4,166,1
4,168,1
4,169,1
4,174,2
4,175,4
4,178,2
4,183,1
4,185,1
4,188,1
4,189,1
4,191,2
4,192,1
4,196,1
4,197,1
5,8,1
5,23,1
5,31,1
5,33,2
5,43,1
5,52,1
5,59,1
5,68,1
5,72,1
5,80,1
5,89,1
5,123,2
5,131,1
5,139,1
5,140,1
5,152,1
5,173,1
5,174,1
5,189,1
6,15,1
6,25,1
6,31,1
6,38,1
6,81,1
6,87,1
6,124,1
6,133,1
6,136,1
6,169,1
6,176,1
6,178,1
6,192,1
6,197,1
7,8,4
7,13,1
7,15,1
7,17,5
7,18,4
7,21,2
7,23,4
7,24,3
7,29,2
7,33,6
7,52,1
7,53,1
7,55,5
7,56,3
7,62,1
7,68,1
7,70,1
7,72,1
7,77,1
7,78,1
7,80,2
7,91,1
7,98,6
7,100,6
7,107,1
7,108,5
7,113,1
7,131,4
7,136,1
7,137,8
7,140,1
7,150,1
7,152,2
7,162,1
7,163,8
7,167,5
7,172,1
7,173,2
7,174,4
7,177,1
7,182,13
7,186,2
7,192,1
7,196,1
7,198,2
8,10,2
8,11,1
8,12,2
8,13,11
8,14,2
8,15,2
8,17,10
8,18,1
8,19,1
8,21,4
8,22,1
8,24,8
8,25,2
8,26,2
8,28,1
8,29,2
8,31,15
8,33,4
8,34,1
8,36,1
8,38,2
8,40,7
8,41,5
8,42,1
8,44,2
8,45,10
8,46,4
8,47,3
8,48,1
8,50,1
8,51,2
8,52,6
8,53,8
8,54,1
8,55,14
8,56,3
8,57,1
8,58,2
8,59,3
8,64,2
8,67,4
8,68,3
8,69,2
8,70,4
8,72,6
8,73,2
8,74,8
8,75,6
8,77,2
8,78,8
8,79,2
8,80,5
8,81,1
8,85,1
8,86,1
8,87,2
8,88,1
8,89,3
8,90,1
8,91,8
8,92,1
8,93,1
8,95,1
8,96,3
8,97,1
8,98,5
8,102,2
8,104,3
8,106,3
8,107,1
8,108,3
8,112,3
8,114,1
8,115,2
8,116,1
8,118,2
8,121,1
8,122,1
8,123,6
8,124,1
8,125,3
8,127,9
8,129,12
8,130,1
8,131,5
8,132,9
8,134,3
8,135,1
8,136,6
8,137,5
8,138,1
8,140,3
8,142,13
8,143,4
8,144,1
8,145,1
8,147,1
8,148,1
8,150,7
8,151,1
8,152,13
8,153,6
8,154,1
8,155,12
8,157,4
8,158,1
8,160,4
8,161,1
8,163,6
8,164,3
8,165,2
8,167,4
8,168,6
8,170,10
8,171,1
8,172,3
8,173,4
8,174,5
8,175,14
8,177,3
8,178,6
8,179,2
8,180,1
8,182,10
8,183,6
8,184,6
8,185,2
8,187,1
8,188,5
8,192,1
8,193,2
8,194,2
8,195,1
8,196,2
8,197,1
8,198,2
9,17,1
9,33,1
9,55,1
9,80,1
9,89,2
9,100,1
9,108,1
9,114,1
9,133,1
9,157,2
9,166,1
9,170,1
9,171,2
9,185,1
9,187,1
10,26,1
10,31,3
10,40,1
10,41,1
10,47,1
10,52,1
10,59,2
10,66,1
10,69,1
10,73,3
10,85,1
10,90,1
10,114,1
10,120,1
10,124,1
10,136,5
10,139,1
10,152,1
10,174,1
10,175,1
10,178,3
10,180,2
10,183,1
10,184,1
10,188,2
10,196,1
11,12,3
11,13,4
11,15,1
11,16,1
11,20,1
11,21,1
11,22,1
11,23,1
11,26,4
11,28,1
11,35,1
11,36,4
11,38,4
11,40,1
11,46,1
11,47,1
11,52,1
