topic_id_x,topic_id_y,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
0,1,0.0,0.0,0.0,0.0,0.12923484614625777,0.09771414716514168,0.07051577072925909,0.10372331431622925,0.08946386178692854,0.22478746020749737,0.026221166874206905
0,3,0.0,0.04393627497316159,0.0,0.0,0.0894518284953888,0.0,0.04407750520101442,0.04398347773990148,0.012324617302080173,0.0,0.0
0,4,0.11215054644100741,0.3246284414897104,0.42133196886626434,0.09807007558822436,0.09596983013953897,0.34535060616127056,0.2857766801641639,0.8432282301150354,0.8537370609939191,0.7390947605723313,0.3446988685737029
0,5,0.0,0.0,0.0,0.0,0.0,0.05895046663590944,0.0,0.0,0.0,0.01962575522175179,0.0
0,6,0.0,0.0,0.0,0.031048561948750775,0.0,0.0,0.0,0.0,0.0,0.025221671917360543,0.0
0,8,0.017598750768588908,0.0,0.0,0.0234477238360922,0.07657478619098898,0.045025439579274684,0.04211705402784529,0.0,0.03372631478794002,0.0,0.03846267321856828
0,10,0.0,0.0,0.0,0.031335900252371235,0.034273826155880746,0.104164841570214,0.0,0.12798952672858888,0.17504276848380815,0.0,0.05952269398829676
0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04675206995167997
0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05425697640084292,0.046191477970580326,0.06455434877565173
0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030609252021204528,0.0,0.0
0,15,0.0,0.022971253565670445,0.0,0.014997339900439591,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16,0.0,0.0,0.0,0.014418892600327804,0.0,0.0,0.05476358075446684,0.15216453887743675,0.11759222468916847,0.16471071394870954,0.07565230700097084
0,18,0.0,0.0,0.018134515173803323,0.0,0.022893822906947667,0.0,0.02842878189882607,0.0,0.0,0.11113638496861732,0.0
0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01837397108141473
0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029304416190176662,0.027786954779582967,0.0
0,21,0.0,0.0,0.0,0.0,0.04187627294744663,0.0,0.0,0.0,0.0,0.0,0.0
0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.06884910497143128,0.0,0.0,0.06807381617400404,0.0
0,23,0.0,0.0,0.02145065399824928,0.07572353806317522,0.0,0.049565513528962074,0.04685951001196511,0.14070066362587447,0.09157740883014472,0.12122165460728379,0.04651700202991432
0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029168622778146313,0.0
0,25,0.0,0.0,0.0,0.013367907163298637,0.10583709069217956,0.16400938769252024,0.34365637571381974,0.30400352014794413,1.0285085504116422,0.9331358298962599,0.49438257685962655
0,26,0.0,0.0,0.019076040030357316,0.059566577251053084,0.06537281376810886,0.1290667048281492,0.0,0.0,0.03792299294918267,0.06965666320348098,0.0
0,27,0.0,0.0,0.051091055906229615,0.0,0.0,0.0,0.0,0.04438963440468989,0.06094743685854885,0.07150303331013673,0.0399850618852575
0,30,0.0,0.045065581833479564,0.0,0.0,0.05687685290789538,0.10311682851185999,0.07174926099882512,0.08539155249471463,0.38993406235054806,0.2264076460000507,0.35435366699873994
0,31,0.02498185020131013,0.0,0.08028796444870467,0.0,0.03381436602116055,0.44807863615111154,0.1546630277694922,0.35844868401362984,0.21096451682267137,0.5020948308697045,0.2058351795267241
0,32,0.0,0.0,0.0,0.0,0.0,0.01377755200076539,0.0,0.0,0.0,0.0,0.0
0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022075740116826798,0.0,0.0
0,36,0.0656610901807643,0.0,0.1274749757467608,0.08715395835778057,0.02730398702939197,0.0,0.05430312860755159,0.15199487859833116,0.04455833171895133,0.05931449557440329,0.0213757187953166
0,38,0.0455580817994537,0.12082235065705955,0.20629549470167013,0.07979163156539762,0.2836171525465741,0.39367931988232285,0.699852063527269,0.6692995467858838,1.3858350406686015,1.659285943931186,0.7564812545759166
0,40,0.028744147517283058,0.0,0.14566988493210659,0.014015761370137905,0.057747274159582584,0.040969359697486094,0.07126405485868866,0.28279793459368624,0.11953015985306996,0.030597743509502062,0.07707256346597792
0,41,0.0,0.0,0.02179498516624106,0.024729527557287797,0.17147602065922554,0.0,0.07307209501076187,0.029256196692088055,0.15416687780613958,0.16292400864986545,0.09211849365950278
